condition_index,condition_name,run_id,seed,structure,leader_style,population_size,max_iterations,adaptive_intimacy,use_rl_leader,num_interventions,final_avg_member_emotion,final_min_member_emotion,final_max_member_emotion,mean_rl_reward,mean_rl_quality
4,,47,7,random,High_Initially_Constrained,15,420,True,True,324,-0.69610191696575,-0.9957161341115713,-0.194062938801562,-0.0011812516157547475,-0.6273422972734722
4,,48,8,random,High_Initially_Constrained,15,420,True,True,214,-0.4852300681951619,-0.9978025400062057,-0.1849017706033712,-0.0005495558298665239,-0.44239343385606716
4,,49,9,random,High_Initially_Constrained,15,420,True,True,380,-0.7504277700659315,-0.9945896397938055,-0.17994565346744398,-0.0012964660725840597,-0.7185556692411342
4,,50,10,random,High_Initially_Constrained,15,420,True,True,373,-0.6944790762665465,-0.9962370438223941,-0.3047571704282176,-0.0013421641282423595,-0.6754163086506082
4,,51,11,random,High_Initially_Constrained,15,420,True,True,0,-0.47997955388951147,-1.0,-0.11193037004813636,-0.000660686760622999,-0.4413121019976104
4,,52,12,random,High_Initially_Constrained,15,420,True,True,374,-0.7116731272752012,-0.9998409653550914,-0.19018471946707802,-0.0012134530027679148,-0.7287564964306087
5,,53,0,random,Low_Initially_Constrained,15,420,True,True,363,-0.7847981068947789,-0.9997418742045654,-0.17878499198902562,-0.0014320705802367216,-0.7895766985486756
5,,54,1,random,Low_Initially_Constrained,15,420,True,True,0,-0.4671723743399697,-1.0,-0.09151108589014202,-0.0008787834835719858,-0.4872179232567961
5,,55,2,random,Low_Initially_Constrained,15,420,True,True,0,-0.6542187240886277,-1.0,-0.1729711662724851,-0.0012167630359926065,-0.6506559146478805
5,,56,3,random,Low_Initially_Constrained,15,420,True,True,0,-0.5411617605450546,-1.0,-0.06103707805963422,-0.0009399318327754475,-0.5838528511823187
5,,57,4,random,Low_Initially_Constrained,15,420,True,True,0,-0.6209912142141812,-1.0,-0.13808986598909245,-0.000903956650003613,-0.6317365033118149
5,,58,5,random,Low_Initially_Constrained,15,420,True,True,0,-0.6436054313511946,-1.0,-0.13262123236853465,-0.0010927587761749775,-0.5091711764927627
5,,59,6,random,Low_Initially_Constrained,15,420,True,True,106,-0.705628722932543,-0.9996806632885425,-0.060479255761950484,-0.001323323024503833,-0.5867951477858063
5,,60,7,random,Low_Initially_Constrained,15,420,True,True,151,-0.704257161125996,-0.997836567378106,-0.2106090355039452,-0.0011987979202065186,-0.6475298811931229
5,,61,8,random,Low_Initially_Constrained,15,420,True,True,0,-0.5234320028616779,-1.0,-0.21349269059274187,-0.0006435434877141144,-0.4641743506743587
5,,62,9,random,Low_Initially_Constrained,15,420,True,True,249,-0.7600207430378172,-0.9972929879183001,-0.18357231380092148,-0.0013175579786856588,-0.7334225700611917
5,,63,10,random,Low_Initially_Constrained,15,420,True,True,269,-0.692257110460189,-0.9962370438223941,-0.30988400391278603,-0.0013367517968362005,-0.6829860590730702
5,,64,11,random,Low_Initially_Constrained,15,420,True,True,0,-0.47997955388951147,-1.0,-0.11193037004813636,-0.000660686760622999,-0.4413121019976104
5,,65,12,random,Low_Initially_Constrained,15,420,True,True,345,-0.7153024615351959,-0.9999006033469321,-0.19071703592676997,-0.0012311657580711946,-0.7302012823335019
6,,66,0,random,Free,15,420,True,True,385,-0.7827798574569531,-0.9997418742045654,-0.1650519137859739,-0.0014289239918941756,-0.7832419619901946
6,,67,1,random,Free,15,420,True,True,384,0.24367940863579293,0.12682338826793066,0.4586987998499331,0.0009988899244663901,0.10240945742914788
6,,68,2,random,Free,15,420,True,True,365,-0.6336461590868891,-0.9996273223621428,-0.13708340063252483,-0.0011763196583223516,-0.6310014971711415
6,,69,3,random,Free,15,420,True,True,386,-0.5274309085140173,-0.9989254204154648,-0.05476328863254295,-0.0009005203527947237,-0.5638663039471975
6,,70,4,random,Free,15,420,True,True,379,-0.6017261150705817,-0.9994178700934484,-0.12438006126713949,-0.0008583711531562518,-0.5808109015881301
6,,71,5,random,Free,15,420,True,True,390,0.2004907663816664,0.0775346614447762,0.3437119453000302,0.0009968265804893377,-0.02461046156000999
6,,72,6,random,Free,15,420,True,True,360,-0.7060047757222148,-0.9998403252702665,-0.08420702409061166,-0.001322149132579517,-0.5258884783601869
6,,73,7,random,Free,15,420,True,True,382,-0.6856729043417717,-0.9914414439766177,-0.1995918793385474,-0.001154198035330618,-0.6044819982850639
6,,74,8,random,Free,15,420,True,True,312,0.24664058492188062,0.1593436705527271,0.43591238023246887,0.001253128577290595,0.06575172043439866
6,,75,9,random,Free,15,420,True,True,385,-0.7563499184392466,-0.9972929879183001,-0.1719793383847529,-0.0013111994874417969,-0.7181895562476903
6,,76,10,random,Free,15,420,True,True,381,-0.6904582782715176,-0.9977857633227998,-0.30729813833880093,-0.0013322051171506127,-0.67445133757644
6,,77,11,random,Free,15,420,True,True,387,-0.4479393951431136,-0.9989609239291604,-0.08730169688674409,-0.0005720600297448611,-0.3483102069367217
6,,78,12,random,Free,15,420,True,True,385,-0.7170198366622433,-0.9998409653550914,-0.18978391390967841,-0.0012290481050954997,-0.7203398018621427
7,,79,0,community,No_Intervention,15,420,True,True,0,-0.8078731074848003,-1.0,-0.2126262738781993,,
7,,80,1,community,No_Intervention,15,420,True,True,0,-0.46745007887283885,-1.0,-0.09171077844579585,,
7,,81,2,community,No_Intervention,15,420,True,True,0,-0.6562993901795481,-1.0,-0.1733030456651319,,
7,,82,3,community,No_Intervention,15,420,True,True,0,-0.5411538451372156,-1.0,-0.06102968556624881,,
7,,83,4,community,No_Intervention,15,420,True,True,0,-0.620989901300046,-1.0,-0.13808963502286745,,
7,,84,5,community,No_Intervention,15,420,True,True,0,-0.6430607642344175,-1.0,-0.13263286349756864,,
7,,85,6,community,No_Intervention,15,420,True,True,0,-0.7386060971509476,-1.0,-0.1348377869619171,,
7,,86,7,community,No_Intervention,15,420,True,True,0,-0.7331499902552362,-1.0,-0.21709481736884836,,
7,,87,8,community,No_Intervention,15,420,True,True,0,-0.523431958824664,-1.0,-0.2134926615092822,,
7,,88,9,community,No_Intervention,15,420,True,True,0,-0.7944469279005181,-1.0,-0.20015658720782897,,
7,,89,10,community,No_Intervention,15,420,True,True,0,-0.7197157410531702,-1.0,-0.3311718493192764,,
7,,90,11,community,No_Intervention,15,420,True,True,0,-0.47923796678457375,-1.0,-0.1116348776612408,,
7,,91,12,community,No_Intervention,15,420,True,True,0,-0.7291049978474715,-1.0,-0.20533426026884524,,
8,,92,0,community,High_Fully_Constrained,15,420,True,True,357,-0.7915988903063974,-0.9998504788265015,-0.16609425256520013,-0.0014454547435190537,-0.7875701361982476
8,,93,1,community,High_Fully_Constrained,15,420,True,True,0,-0.46745007887283885,-1.0,-0.09171077844579585,-0.0008792629951930356,-0.451076094106511
8,,94,2,community,High_Fully_Constrained,15,420,True,True,352,-0.6367479732803087,-1.0,-0.15964885979182325,-0.001176895018624386,-0.6266996467549508
8,,95,3,community,High_Fully_Constrained,15,420,True,True,336,-0.5249896475211997,-0.9996642476608688,-0.0586887556397814,-0.00089076820096537,-0.5642704276874102
8,,96,4,community,High_Fully_Constrained,15,420,True,True,320,-0.6018988267624034,-0.9980611226763174,-0.1286415528025944,-0.0008517071307510534,-0.6013310135081652
8,,97,5,community,High_Fully_Constrained,15,420,True,True,164,-0.5096121461254003,-0.9931216244211453,-0.10983581379605245,-0.0007526520627705321,-0.4635149644408379
8,,98,6,community,High_Fully_Constrained,15,420,True,True,300,-0.7131676200071576,-1.0,-0.12434125428582435,-0.0013520877193012304,-0.586488799337178
8,,99,7,community,High_Fully_Constrained,15,420,True,True,332,-0.695265834062098,-1.0,-0.20047347173484803,-0.001185580245272906,-0.6255304665906269
8,,100,8,community,High_Fully_Constrained,15,420,True,True,101,-0.5002139521818659,-1.0,-0.19785689282422267,-0.0005912806702334715,-0.4536403212348189
8,,101,9,community,High_Fully_Constrained,15,420,True,True,378,-0.7546664174605183,-0.9962362930178714,-0.19260049790338224,-0.0012990313935030467,-0.7195907617690289
8,,102,10,community,High_Fully_Constrained,15,420,True,True,362,-0.6959032264089908,-0.9958868124433135,-0.3169155418881045,-0.0013417250125706676,-0.6744965257671778
8,,103,11,community,High_Fully_Constrained,15,420,True,True,0,-0.47923796678457375,-1.0,-0.1116348776612408,-0.0006591490316152127,-0.4578833944373831
8,,104,12,community,High_Fully_Constrained,15,420,True,True,363,-0.7027389942904937,-0.999563374648829,-0.18526827915570251,-0.0012005511751312012,-0.7190600945822765
9,,105,0,community,Low_Fully_Constrained,15,420,True,True,358,-0.7936186662550491,-0.9999003179755941,-0.16515182388451713,-0.0014494478435598196,-0.7899500909605879
9,,106,1,community,Low_Fully_Constrained,15,420,True,True,0,-0.46745007887283885,-1.0,-0.09171077844579585,-0.0008792629951930356,-0.451076094106511
9,,107,2,community,Low_Fully_Constrained,15,420,True,True,0,-0.6562993901795481,-1.0,-0.1733030456651319,-0.0012209224622568985,-0.6452316540905765
9,,108,3,community,Low_Fully_Constrained,15,420,True,True,0,-0.5411538451372156,-1.0,-0.06102968556624881,-0.0009399184922024668,-0.5825949616554145
9,,109,4,community,Low_Fully_Constrained,15,420,True,True,0,-0.620989901300046,-1.0,-0.13808963502286745,-0.000903953768711101,-0.6154629817758478
9,,110,5,community,Low_Fully_Constrained,15,420,True,True,0,-0.6430607642344175,-1.0,-0.13263286349756864,-0.0010913522372940074,-0.5129368647791658
9,,111,6,community,Low_Fully_Constrained,15,420,True,True,107,-0.7083846755522077,-1.0,-0.1073857452147143,-0.0013456710939032531,-0.5991939745970487
9,,112,7,community,Low_Fully_Constrained,15,420,True,True,109,-0.7073755289900137,-0.9947560963843721,-0.20863547001412897,-0.0012025999560402892,-0.6511477836892418
9,,113,8,community,Low_Fully_Constrained,15,420,True,True,0,-0.523431958824664,-1.0,-0.2134926615092822,-0.0006435433869477631,-0.46546710815132986
9,,114,9,community,Low_Fully_Constrained,15,420,True,True,215,-0.7628932525737758,-0.9962362930178714,-0.19307096377826435,-0.0013189057886348972,-0.7350991687741114
9,,115,10,community,Low_Fully_Constrained,15,420,True,True,187,-0.703147200657112,-1.0,-0.31746514590580294,-0.0013700393226813788,-0.6870655119874596
9,,116,11,community,Low_Fully_Constrained,15,420,True,True,0,-0.47923796678457375,-1.0,-0.1116348776612408,-0.0006591490316152127,-0.4578833944373831
9,,117,12,community,Low_Fully_Constrained,15,420,True,True,292,-0.7093413182188923,-0.999563374648829,-0.19206884742549948,-0.0012137122567808824,-0.7239949830379571
10,,118,0,community,High_Initially_Constrained,15,420,True,True,357,-0.7915988903063974,-0.9998504788265015,-0.16609425256520013,-0.0014454547435190537,-0.7875701361982476
10,,119,1,community,High_Initially_Constrained,15,420,True,True,0,-0.46745007887283885,-1.0,-0.09171077844579585,-0.0008792629951930356,-0.451076094106511
10,,120,2,community,High_Initially_Constrained,15,420,True,True,352,-0.6367479732803087,-1.0,-0.15964885979182325,-0.001176895018624386,-0.6266996467549508
10,,121,3,community,High_Initially_Constrained,15,420,True,True,339,-0.5250836683213789,-0.9996642476608688,-0.058603749204734115,-0.0008912809590947606,-0.5633601255818471
10,,122,4,community,High_Initially_Constrained,15,420,True,True,320,-0.6018988267624034,-0.9980611226763174,-0.1286415528025944,-0.0008517071307510534,-0.6013310135081652
10,,123,5,community,High_Initially_Constrained,15,420,True,True,199,-0.46221334608855086,-0.9862669048675924,-0.10270166825124423,-0.0006388669696607349,-0.44722142188346253
10,,124,6,community,High_Initially_Constrained,15,420,True,True,300,-0.7131676200071576,-1.0,-0.12434125428582435,-0.0013520877193012304,-0.586488799337178
10,,125,7,community,High_Initially_Constrained,15,420,True,True,332,-0.695265834062098,-1.0,-0.20047347173484803,-0.001185580245272906,-0.6255304665906269
10,,126,8,community,High_Initially_Constrained,15,420,True,True,224,-0.46955807255732845,-0.9990163345740385,-0.18235891803768187,-0.0005120084857310613,-0.4386320453103555
10,,127,9,community,High_Initially_Constrained,15,420,True,True,378,-0.7546664174605183,-0.9962362930178714,-0.19260049790338224,-0.0012990313935030467,-0.7195907617690289
10,,128,10,community,High_Initially_Constrained,15,420,True,True,362,-0.6959032264089908,-0.9958868124433135,-0.3169155418881045,-0.0013417250125706676,-0.6744965257671778
10,,129,11,community,High_Initially_Constrained,15,420,True,True,0,-0.47923796678457375,-1.0,-0.1116348776612408,-0.0006591490316152127,-0.4578833944373831
10,,130,12,community,High_Initially_Constrained,15,420,True,True,363,-0.7027389942904937,-0.999563374648829,-0.18526827915570251,-0.0012005511751312012,-0.7190600945822765
11,,131,0,community,Low_Initially_Constrained,15,420,True,True,358,-0.7936186662550491,-0.9999003179755941,-0.16515182388451713,-0.0014494478435598196,-0.7899500909605879
11,,132,1,community,Low_Initially_Constrained,15,420,True,True,0,-0.46745007887283885,-1.0,-0.09171077844579585,-0.0008792629951930356,-0.451076094106511
11,,133,2,community,Low_Initially_Constrained,15,420,True,True,0,-0.6562993901795481,-1.0,-0.1733030456651319,-0.0012209224622568985,-0.6452316540905765
11,,134,3,community,Low_Initially_Constrained,15,420,True,True,0,-0.5411538451372156,-1.0,-0.06102968556624881,-0.0009399184922024668,-0.5825949616554145
11,,135,4,community,Low_Initially_Constrained,15,420,True,True,0,-0.620989901300046,-1.0,-0.13808963502286745,-0.000903953768711101,-0.6154629817758478
11,,136,5,community,Low_Initially_Constrained,15,420,True,True,0,-0.6430607642344175,-1.0,-0.13263286349756864,-0.0010913522372940074,-0.5129368647791658
11,,137,6,community,Low_Initially_Constrained,15,420,True,True,111,-0.700846142434813,-0.9999570463104445,-0.10552076321033549,-0.0013210891462099772,-0.5986431544921405
11,,138,7,community,Low_Initially_Constrained,15,420,True,True,138,-0.7013727903270579,-0.9985684166667478,-0.20770129525756006,-0.0011970071363989082,-0.644659475299923
11,,139,8,community,Low_Initially_Constrained,15,420,True,True,0,-0.523431958824664,-1.0,-0.2134926615092822,-0.0006435433869477631,-0.46546710815132986
11,,140,9,community,Low_Initially_Constrained,15,420,True,True,235,-0.7688785090218982,-0.9967681948789298,-0.18664976712173673,-0.0013342798956136606,-0.7328699113888867
11,,141,10,community,Low_Initially_Constrained,15,420,True,True,275,-0.6961040466580133,-0.9958868124433135,-0.31432914689263414,-0.001342753972415737,-0.6821238156904125
11,,142,11,community,Low_Initially_Constrained,15,420,True,True,0,-0.47923796678457375,-1.0,-0.1116348776612408,-0.0006591490316152127,-0.4578833944373831
11,,143,12,community,Low_Initially_Constrained,15,420,True,True,348,-0.7000570263382292,-0.9997271091555181,-0.18740504642198366,-0.001199697173853621,-0.7184056124031457
12,,144,0,community,Free,15,420,True,True,394,-0.7904484594940403,-0.9998504788265015,-0.14192431836402858,-0.0014442759823299607,-0.7924937452187
12,,145,1,community,Free,15,420,True,True,384,0.1396371824202842,0.06645121023626507,0.27984787178600035,0.0007553383738822191,2.3926723750492955e-05
12,,146,2,community,Free,15,420,True,True,380,-0.6325256444365254,-0.9995250511512074,-0.15304895520286257,-0.00115841492668777,-0.6260738319859892
12,,147,3,community,Free,15,420,True,True,389,-0.5269723396002436,-0.9998321167842409,-0.05704284242693824,-0.0009021586198520139,-0.5648045642873667
12,,148,4,community,Free,15,420,True,True,383,0.14438097944656075,0.06648357328029447,0.2278822939334069,0.001037769373081731,-0.11107003533726402
12,,149,5,community,Free,15,420,True,True,393,0.2799720609175765,0.118329715807455,0.46787985220393496,0.0011872535956838177,0.06257290228792654
12,,150,6,community,Free,15,420,True,True,372,-0.7166253779008299,-0.9998604039683212,-0.11521167028900565,-0.001348936982832656,-0.5372180801721386
12,,151,7,community,Free,15,420,True,True,376,-0.6873485590628953,-0.994273666666991,-0.19271392006294494,-0.0011570860299547443,-0.5753314194277854
12,,152,8,community,Free,15,420,True,True,382,0.175889194578528,0.11126919982990167,0.32624950974132666,0.001088452722362758,-0.05472346287814271
12,,153,9,community,Free,15,420,True,True,383,-0.7624099548790905,-0.9962362930178714,-0.19199795416411028,-0.001318890770018605,-0.7182031052529814
12,,154,10,community,Free,15,420,True,True,391,-0.6917996976935248,-0.9958544804852892,-0.3148837037236961,-0.001332786270385183,-0.6685909489036754
12,,155,11,community,Free,15,420,True,True,372,-0.4434922856685537,-0.9953366652843484,-0.09953111986238236,-0.0005487726740074373,-0.30619162342962714
12,,156,12,community,Free,15,420,True,True,394,-0.7055969342343194,-0.999563374648829,-0.18788968440610818,-0.0012065070327330232,-0.7163578559076664
13,,157,0,core_periphery,No_Intervention,15,420,True,True,0,-0.8078731074849166,-1.0,-0.21262627387818883,,
13,,158,1,core_periphery,No_Intervention,15,420,True,True,0,-0.46800670340739275,-1.0,-0.09209805229903706,,
13,,159,2,core_periphery,No_Intervention,15,420,True,True,0,-0.6560399505167979,-1.0,-0.17332689905767312,,
13,,160,3,core_periphery,No_Intervention,15,420,True,True,0,-0.5411773127855215,-1.0,-0.06104122505731966,,
13,,161,4,core_periphery,No_Intervention,15,420,True,True,0,-0.6209916567226426,-1.0,-0.13809004487728124,,
13,,162,5,core_periphery,No_Intervention,15,420,True,True,0,-0.6408537614067846,-1.0,-0.13257232645797948,,
13,,163,6,core_periphery,No_Intervention,15,420,True,True,0,-0.7385914316940057,-1.0,-0.13483248083084434,,
13,,164,7,core_periphery,No_Intervention,15,420,True,True,0,-0.738846022064415,-1.0,-0.21813687239640925,,
13,,165,8,core_periphery,No_Intervention,15,420,True,True,0,-0.5234318664191634,-1.0,-0.21349261892455604,,
13,,166,9,core_periphery,No_Intervention,15,420,True,True,0,-0.7887313738904885,-1.0,-0.19973504304865905,,
13,,167,10,core_periphery,No_Intervention,15,420,True,True,0,-0.7197012142830247,-1.0,-0.33116427854291025,,
13,,168,11,core_periphery,No_Intervention,15,420,True,True,0,-0.47909595962057544,-1.0,-0.11160186338579901,,
13,,169,12,core_periphery,No_Intervention,15,420,True,True,0,-0.729104993309006,-1.0,-0.205334258985895,,
14,,170,0,core_periphery,High_Fully_Constrained,15,420,True,True,367,-0.7836869145127612,-0.9987949267011083,-0.18444971726514786,-0.0014301792868760014,-0.7890711972878859
14,,171,1,core_periphery,High_Fully_Constrained,15,420,True,True,0,-0.46800670340739275,-1.0,-0.09209805229903706,-0.0008802301833067391,-0.4141117456922864
14,,172,2,core_periphery,High_Fully_Constrained,15,420,True,True,354,-0.6262514635376781,-1.0,-0.14065586179473014,-0.0011545956748854839,-0.6178294055425588
14,,173,3,core_periphery,High_Fully_Constrained,15,420,True,True,325,-0.525124635995287,-0.9987849593460041,-0.05207282195606707,-0.0008966200048873649,-0.5665059924181607
14,,174,4,core_periphery,High_Fully_Constrained,15,420,True,True,340,-0.6007395301870843,-0.9974994312461642,-0.11860182702226638,-0.0008500609928869878,-0.6096009753226326
14,,175,5,core_periphery,High_Fully_Constrained,15,420,True,True,179,-0.5773100879564127,-0.9996118175820184,-0.09775070525110213,-0.0009261558656147242,-0.4652167391646616
14,,176,6,core_periphery,High_Fully_Constrained,15,420,True,True,284,-0.7132210256003614,-0.9999812440588838,-0.12317802910394793,-0.0013358241768990464,-0.573868594554628
14,,177,7,core_periphery,High_Fully_Constrained,15,420,True,True,322,-0.6965007628483818,-0.9948729543962808,-0.19377191030163687,-0.0011775168695137609,-0.6282323888058197
14,,178,8,core_periphery,High_Fully_Constrained,15,420,True,True,149,-0.5027160615679962,-1.0,-0.20244542482066083,-0.0005963757069339577,-0.45150919260939604
14,,179,9,core_periphery,High_Fully_Constrained,15,420,True,True,379,-0.7434538606188322,-0.9957352692259276,-0.18970897777139892,-0.0012770789073617817,-0.7113977094740505
14,,180,10,core_periphery,High_Fully_Constrained,15,420,True,True,361,-0.6902277055930552,-0.9983981437366175,-0.3108662879054837,-0.0013311848047565208,-0.6747770413483237
14,,181,11,core_periphery,High_Fully_Constrained,15,420,True,True,0,-0.47909595962057544,-1.0,-0.11160186338579901,-0.0006588546563002339,-0.4506834185257157
14,,182,12,core_periphery,High_Fully_Constrained,15,420,True,True,376,-0.7087540887294216,-0.9996058692914634,-0.16033591125289598,-0.0012187179743625084,-0.7148824523097901
15,,183,0,core_periphery,Low_Fully_Constrained,15,420,True,True,363,-0.7852156662238201,-0.9991965371012564,-0.18445934459376945,-0.0014321729309012257,-0.7896175424977802
15,,184,1,core_periphery,Low_Fully_Constrained,15,420,True,True,0,-0.46800670340739275,-1.0,-0.09209805229903706,-0.0008802301833067391,-0.4141117456922864
15,,185,2,core_periphery,Low_Fully_Constrained,15,420,True,True,0,-0.6560399505167979,-1.0,-0.17332689905767312,-0.0012204106123886228,-0.6459521954717038
15,,186,3,core_periphery,Low_Fully_Constrained,15,420,True,True,0,-0.5411773127855215,-1.0,-0.06104122505731966,-0.0009399586135588571,-0.5794256543807655
15,,187,4,core_periphery,Low_Fully_Constrained,15,420,True,True,0,-0.6209916567226426,-1.0,-0.13809004487728124,-0.0009039575774956076,-0.6284880061595083
15,,188,5,core_periphery,Low_Fully_Constrained,15,420,True,True,0,-0.6408537614067846,-1.0,-0.13257232645797948,-0.0010857400605323007,-0.4922151746788203
